cos,usr_click_nums,same_cos_nums,±»÷µ
0.034125,1,1,1
0.088561,1174,5630,0.208525755
0.033113,137,428,0.320093458
0.039036,4,17,0.235294118
0.176166,441,2470,0.17854251
0.094304,2,3,0.666666667
0.020761,12,77,0.155844156
0.348155,0,7,0
0.080611,10,54,0.185185185
0.099123,2,7,0.285714286
0.430331,1,4,0.25
0.026997,31,124,0.25
0.187317,2,10,0.2
0.156174,383,2236,0.171288014
0.188982,1831,18575,0.098573351
0.017722,1,1,1
0.111586,2,8,0.25
0.035494,2,7,0.285714286
0.032844,0,1,0
0.037796,681,3500,0.194571429
0.059005,1,2,0.5
0.206284,0,5,0
0.113961,299,1382,0.216353111
0.068024,6,11,0.545454545
0.039645,26,74,0.351351351
0.027067,108,474,0.227848101
0.035333,1,3,0.333333333
0.084972,0,1,0
0.154919,365,1549,0.235635894
0.021186,1,14,0.071428571
0.036155,395,2210,0.178733032
0.029062,59,213,0.276995305
0.01788,0,2,0
0.110305,1,7,0.142857143
0.036811,1,9,0.111111111
0.018618,4,19,0.210526316
0.025441,71,297,0.239057239
0.02688,15,68,0.220588235
0.092144,82,224,0.366071429
0.040791,1,1,1
0.020141,7,38,0.184210526
0.1283,1,4,0.25
0.48795,0,2,0
0.152944,0,3,0
0.034555,3,15,0.2
0.080064,1654,10673,0.154970486
0.10451,2,11,0.181818182
0.026491,66,306,0.215686275
0.127688,4,22,0.181818182
0.071958,0,1,0
0.018427,2,9,0.222222222
0.138013,2618,15822,0.165465807
0.132599,4,18,0.222222222
0.041613,18,60,0.3
0.466252,1,7,0.142857143
0.04598,6,16,0.375
0.02687,94,466,0.201716738
0.058004,0,2,0
0.221163,34,179,0.189944134
0.016713,0,2,0
0.086066,3807,31663,0.120234975
0.018152,3,10,0.3
0.046752,61,211,0.289099526
0.154303,342,2083,0.16418627
0.0533,919,4586,0.200392499
0.026135,17,85,0.2
0.054313,7,40,0.175
0.096324,65,264,0.246212121
0.027692,31,123,0.25203252
0.030787,197,953,0.206715635
0.022206,10,22,0.454545455
0.117041,233,1298,0.179506934
0.015162,0,5,0
0.03686,234,929,0.251883746
0.093352,0,1,0
0.163299,3121,20804,0.150019227
0.029881,226,1090,0.20733945
0.03156,88,373,0.235924933
0.018699,1,6,0.166666667
0.037088,0,2,0
0.142374,18,56,0.321428571
0.058835,4,7,0.571428571
0.054333,222,719,0.30876217
0.304997,1,6,0.166666667
0.113715,3,12,0.25
0.183804,0,1,0
0.023014,14,32,0.4375
0.273861,416,3135,0.132695375
0.16169,0,2,0
0.035607,4,13,0.307692308
0.344265,40,217,0.184331797
0.036699,2,3,0.666666667
0.066082,20,83,0.240963855
0.127205,0,1,0
0.023505,28,153,0.183006536
0.264906,0,8,0
0.13408,10,27,0.37037037
0.026968,114,468,0.243589744
0.102899,78,273,0.285714286
0.059496,294,1163,0.252794497
0.033287,0,1,0
0.18334,0,2,0
0.020182,1,17,0.058823529
0.026064,23,82,0.280487805
0.02008,10,60,0.166666667
0.02357,30,144,0.208333333
0.055132,5,14,0.357142857
0.073521,3552,28405,0.125048407
0.018468,0,1,0
0.048393,2,10,0.2
0.039621,0,1,0
0.270501,0,1,0
0.018582,8,21,0.380952381
0.020906,5,24,0.208333333
0.028916,39,184,0.211956522
0.109682,2,10,0.2
0.092499,1,2,0.5
0.025786,12,52,0.230769231
0.016308,2,2,1
0.019518,2,16,0.125
0.033497,1,2,0.5
0.152832,9,31,0.290322581
0.048057,5,21,0.238095238
0.058443,3,8,0.375
0.018898,4,14,0.285714286
0.050379,6,16,0.375
0.098693,6,9,0.666666667
0.034868,2,5,0.4
0.165145,375,1879,0.199574242
0.019597,0,1,0
0.044677,3,12,0.25
0.016879,1,5,0.2
0.038454,3,12,0.25
0.017087,0,1,0
0.103142,255,1177,0.216652506
0.020533,4,6,0.666666667
0.114043,1,5,0.2
0.019582,1,2,0.5
0.040032,288,1286,0.223950233
0.021418,17,59,0.288135593
0.120873,4,27,0.148148148
0.139262,4,14,0.285714286
0.02299,8,32,0.25
0.319801,54,308,0.175324675
0.181568,1,1,1
0.110702,0,1,0
0.061365,0,7,0
0.02665,26,78,0.333333333
0.023376,25,121,0.20661157
0.066162,0,1,0
0.020726,3,12,0.25
0.072761,13,36,0.361111111
0.049326,10,31,0.322580645
0.022519,14,46,0.304347826
0.046676,8,25,0.32
0.132842,143,673,0.212481426
0.071187,0,1,0
0.097027,6,14,0.428571429
0.234261,24,140,0.171428571
0.242536,308,2741,0.112367749
0.122859,2840,15619,0.181829823
0.022846,7,19,0.368421053
0.04004,9,42,0.214285714
0.021091,2,8,0.25
0.132453,321,1803,0.178036606
0.086423,24,102,0.235294118
0.052523,150,521,0.287907869
0.041487,5,14,0.357142857
0.19868,15,94,0.159574468
0.037012,261,1486,0.1756393
0.060084,13,49,0.265306122
0.068376,36,65,0.553846154
0.026688,16,71,0.225352113
0.11452,2823,15033,0.187786869
0.09167,144,679,0.212076583
0.057544,16,54,0.296296296
0.039968,0,1,0
0.017984,1,1,1
0.087811,2,4,0.5
0.02447,33,169,0.195266272
0.030151,275,1149,0.239338555
0.083918,81,336,0.241071429
0.090007,0,2,0
0.038888,4,19,0.210526316
0.06207,1,1,1
0.069631,549,2007,0.273542601
0.020429,2,11,0.181818182
0.018781,6,15,0.4
0.090167,147,642,0.228971963
0.090249,27,102,0.264705882
0.121268,1528,12031,0.127005236
0.087631,0,5,0
0.056695,0,1,0
0.062966,2,9,0.222222222
0.018506,1,8,0.125
0.030042,55,162,0.339506173
0.028772,35,168,0.208333333
0.029617,179,928,0.192887931
0.115728,3,14,0.214285714
0.243432,37,182,0.203296703
0.016807,1,5,0.2
0.058332,0,4,0
0.045835,634,2732,0.232064422
0.0657,1,5,0.2
0.078087,1341,8480,0.158136792
0.044901,439,2113,0.207761477
0.050189,1,12,0.083333333
0.118217,4,12,0.333333333
0.099381,1539,7732,0.199042938
0.026764,15,57,0.263157895
0.076139,762,3121,0.244152515
0.327327,16,151,0.105960265
0.076767,0,1,0
0.218797,33,173,0.190751445
0.096561,0,1,0
0.044632,0,7,0
0.022657,6,18,0.333333333
0.055328,0,1,0
0.020064,2,2,1
0.071067,57,232,0.245689655
0.078514,17,55,0.309090909
0.065653,1370,7772,0.176273803
0.075864,880,3715,0.236877524
0.02225,36,144,0.25
