cos,usr_click_nums,same_cos_nums,±»÷µ
0.051778,3,9,0.333333333
0.244949,541,3438,0.15735893
0.03315,235,1118,0.21019678
0.03125,109,404,0.26980198
0.045525,37,130,0.284615385
0.115045,151,549,0.275045537
0.042875,458,2074,0.220829315
0.021948,4,20,0.2
0.017747,0,2,0
0.456435,3,9,0.333333333
0.042258,1276,6903,0.184847168
0.047727,5,17,0.294117647
0.037878,0,1,0
0.043811,0,2,0
0.19104,0,2,0
0.078522,1,1,1
0.306786,69,344,0.200581395
0.022774,7,31,0.225806452
0.074444,0,2,0
0.516398,576,9478,0.060772315
0.017303,2,9,0.222222222
0.025777,67,332,0.201807229
0.022383,6,16,0.375
0.021058,7,33,0.212121212
0.063844,0,1,0
0.019733,0,3,0
0.098907,56,235,0.238297872
0.108069,2,4,0.5
0.043033,1176,6868,0.171228888
0.036588,0,4,0
0.023212,5,14,0.357142857
0.054456,1,5,0.2
0.016158,0,2,0
0.061028,1,1,1
0.017162,5,13,0.384615385
0.226134,23,114,0.201754386
0.20795,26,176,0.147727273
0.139272,6,21,0.285714286
0.099844,2,5,0.4
0.024784,33,111,0.297297297
0.094544,1,2,0.5
0.294174,43,252,0.170634921
0.127827,0,1,0
0.031427,1,3,0.333333333
0.051031,804,3902,0.20604818
0.019499,1,11,0.090909091
0.11243,2,11,0.181818182
0.018167,0,9,0
0.13838,347,1616,0.214727723
0.054841,202,619,0.326332795
0.076416,984,4137,0.237853517
0.035806,523,3070,0.170358306
0.029827,66,279,0.23655914
0.088238,0,2,0
0.082824,1,2,0.5
0.018993,26,46,0.565217391
0.180334,0,10,0
0.020016,1,8,0.125
0.025751,16,74,0.216216216
0.204124,1471,14853,0.099037232
0.093377,0,1,0
0.111035,115,488,0.235655738
0.051299,2621,15781,0.166085799
0.023676,8,49,0.163265306
0.037113,0,2,0
0.206041,9,63,0.142857143
0.239046,2905,26417,0.109967067
0.061624,4,11,0.363636364
0.023281,18,77,0.233766234
0.148047,4,31,0.129032258
0.080582,88,338,0.26035503
0.105963,6,14,0.428571429
0.080241,0,1,0
0.016788,1,1,1
0.05726,1860,13040,0.142638037
0.046424,566,2422,0.233691164
0.022011,8,21,0.380952381
0.094632,35,152,0.230263158
0.019905,0,1,0
0.057977,254,937,0.271077908
0.102463,0,1,0
0.022617,19,88,0.215909091
0.089245,38,158,0.240506329
0.043592,32,98,0.326530612
0.104828,284,1218,0.23316913
0.051571,747,3796,0.196786091
0.02176,5,16,0.3125
0.110096,1895,9937,0.190701419
0.01349,0,1,0
0.022228,4,8,0.5
0.112243,1,8,0.125
0.029814,151,793,0.190416141
0.025222,12,43,0.279069767
0.123299,2,5,0.4
0.240966,653,4136,0.157882012
0.019069,3,11,0.272727273
0.054882,885,4556,0.194249342
0.262613,0,4,0
0.095059,2,5,0.4
0.239732,0,4,0
0.019657,0,3,0
0.060671,0,3,0
0.072654,6,30,0.2
0.046932,1,17,0.058823529
0.145479,1,3,0.333333333
0.064135,0,1,0
0.053168,231,787,0.293519695
0.031466,215,899,0.239154616
0.085126,112,483,0.231884058
0.035007,201,767,0.262059974
0.234888,34,198,0.171717172
0.066965,46,172,0.26744186
0.091526,1,3,0.333333333
0.069843,2750,19159,0.143535675
0.045083,493,2098,0.234985701
0.051988,1175,7664,0.153314196
0.093386,1,2,0.5
0.04074,7,28,0.25
0.09794,2,3,0.666666667
0.01849,5,16,0.3125
0.053623,0,3,0
0.01898,5,10,0.5
0.057522,1,1,1
0.176261,16,105,0.152380952
0.018319,0,5,0
0.255377,0,2,0
0.043937,1,3,0.333333333
0.076348,0,1,0
0.171341,7,40,0.175
0.017832,0,3,0
0.014681,1,1,1
0.021801,3,12,0.25
0.051726,198,632,0.313291139
0.209427,1,1,1
0.071554,0,1,0
0.050395,119,413,0.288135593
0.020541,25,75,0.333333333
0.070908,7,32,0.21875
0.029696,0,1,0
0.062759,1,6,0.166666667
0.163956,1,1,1
0.037037,0,3,0
0.039801,18,50,0.36
0.073084,8,23,0.347826087
0.035777,1,7,0.142857143
0.088823,0,4,0
0.094868,50,216,0.231481481
0.018586,1,2,0.5
0.358057,1,11,0.090909091
0.066299,406,1557,0.260757868
0.020797,1,8,0.125
0.015723,0,1,0
0.215353,15,55,0.272727273
0.059761,3886,25734,0.151006451
0.018245,1,3,0.333333333
0.070273,508,1947,0.260914227
0.27735,350,3455,0.10130246
0.090466,0,1,0
0.142766,5,18,0.277777778
0.099689,2,2,1
0.077331,8,39,0.205128205
0.017595,2,8,0.25
0.06182,10,17,0.588235294
0.023669,28,166,0.168674699
0.032009,96,319,0.300940439
0.038313,4,25,0.16
0.100631,2990,14516,0.205979609
0.114332,1,4,0.25
0.060193,802,4735,0.16937698
0.02813,1,1,1
0.102778,0,3,0
0.068825,5,25,0.2
0.028352,37,182,0.203296703
0.055565,0,1,0
0.056245,0,1,0
0.076053,0,1,0
0.023125,30,130,0.230769231
0.089642,38,152,0.25
0.05795,0,1,0
0.020244,4,31,0.129032258
0.019192,3,15,0.2
0.043386,27,103,0.262135922
0.096872,0,1,0
0.131559,248,936,0.264957265
0.106399,131,463,0.282937365
0.12,102,442,0.230769231
0.02595,83,329,0.252279635
0.081499,33,91,0.362637363
0.131056,16,39,0.41025641
0.08073,0,1,0
0.099075,0,2,0
0.038014,195,852,0.228873239
0.019062,0,3,0
0.059584,1,3,0.333333333
0.13012,2,9,0.222222222
0.039567,21,76,0.276315789
0.025565,57,246,0.231707317
0.044475,0,2,0
0.047836,10,26,0.384615385
0.034975,0,3,0
0.104328,6,11,0.545454545
0.032325,0,4,0
0.046625,1945,12072,0.161116634
0.018212,0,6,0
0.065543,9,21,0.428571429
0.085436,116,480,0.241666667
0.04,459,2843,0.161449173
0.020286,7,28,0.25
0.342997,6,16,0.375
0.017636,0,1,0
0.040242,10,49,0.204081633
0.01544,0,1,0
0.666667,1,9,0.111111111
0.037165,216,891,0.242424242
0.110883,7,20,0.35
0.035522,2,6,0.333333333
0.263752,49,258,0.189922481
0.111111,222,1053,0.210826211
0.116881,0,1,0
0.014849,1,2,0.5
0.381385,46,377,0.122015915
0.035109,6,24,0.25
0.10243,0,2,0
0.069375,10,31,0.322580645
0.018765,22,50,0.44
0.115385,2,7,0.285714286
0.039014,1,16,0.0625
0.029907,0,1,0
0.056847,0,1,0
0.033389,0,2,0
0.019335,3,8,0.375
0.066336,0,2,0
0.076547,1,1,1
0.077981,24,71,0.338028169
0.022798,9,23,0.391304348
0.035863,3,9,0.333333333
0.043355,368,1580,0.232911392
0.014887,1,1,1
0.025238,51,175,0.291428571
0.03673,3,20,0.15
0.01978,1,4,0.25
0.03408,1,2,0.5
0.026261,63,345,0.182608696
0.030179,0,1,0
0.096077,82,263,0.311787072
0.067591,3,13,0.230769231
0.018066,0,4,0
0.155417,0,1,0
0.542326,1,6,0.166666667
0.045349,49,171,0.286549708
0.083689,29,95,0.305263158
0.015608,1,1,1
0.912871,0,3,0
0.023033,46,180,0.255555556
0.091119,3,6,0.5
0.016352,0,2,0
0.024884,62,229,0.270742358
0.210819,2375,20308,0.116948986
0.053838,1808,12363,0.146242821
0.080452,1,1,1
0.015948,0,1,0
0.068802,496,1814,0.273428886
0.031702,219,1148,0.190766551
0.121466,188,789,0.238276299
0.036545,2,9,0.222222222
0.164957,0,5,0
0.095755,1,1,1
0.028256,0,1,0
0.377964,321,3400,0.094411765
0.123738,6,14,0.428571429
0.024574,5,15,0.333333333
0.019017,1,11,0.090909091
0.021262,3,16,0.1875
0.178174,2,6,0.333333333
0.157135,0,4,0
0.019703,0,3,0
0.017949,0,2,0
0.02004,3,16,0.1875
0.015827,0,1,0
0.043959,20,85,0.235294118
0.180579,12,55,0.218181818
0.108536,5,11,0.454545455
0.078621,0,4,0
0.018885,1,1,1
0.131024,1,1,1
0.102538,4,11,0.363636364
0.109985,1,8,0.125
0.186989,0,2,0
0.024723,10,52,0.192307692
0.046274,3,6,0.5
0.104685,1951,9997,0.195158548
0.022086,13,63,0.206349206
0.017889,0,10,0
0.220564,220,1467,0.149965917
0.025549,17,64,0.265625
0.069862,1,1,1
0.047471,77,273,0.282051282
0.052852,6,26,0.230769231
0.073274,663,2734,0.242501829
0.018221,1,2,0.5
0.094118,0,2,0
0.365148,1513,18451,0.082000976
0.021339,1,6,0.166666667
0.030429,242,1098,0.220400729
0.620174,0,1,0
0.109435,0,1,0
0.223607,6968,76389,0.091217322
0.072421,1,1,1
0.061285,343,1340,0.255970149
0.028778,2,2,1
0.059293,4,11,0.363636364
0.156652,0,2,0
0.023344,40,149,0.268456376
0.060609,1,2,0.5
0.015303,0,1,0
0.030861,223,968,0.230371901
0.06742,4915,34569,0.142179409
0.014793,1,2,0.5
0.056254,1123,6124,0.183376878
0.424264,380,3970,0.095717884
0.367607,0,1,0
0.063815,4,11,0.363636364
0.112987,70,282,0.24822695
0.021497,3,12,0.25
0.036961,186,716,0.259776536
0.017961,2,2,1
0.283981,2,5,0.4
0.246598,16,82,0.195121951
0.026216,73,368,0.198369565
0.01799,0,2,0
0.017761,2,4,0.5
0.033729,0,1,0
0.320256,1,6,0.166666667
0.076948,21,61,0.344262295
0.02006,9,35,0.257142857
0.027951,200,872,0.229357798
0.026387,1,1,1
0.017013,0,1,0
0.028262,29,120,0.241666667
0.079872,0,1,0
0.035028,312,1669,0.186938286
0.191273,0,1,0
0.046524,2,10,0.2
0.018715,2,6,0.333333333
0.051112,0,1,0
0.227921,0,1,0
0.730297,12,142,0.084507042
0.056146,0,1,0
0.032951,1,2,0.5
0.039073,468,2627,0.178149981
0.072932,1862,11289,0.164939321
0.130189,411,2322,0.177002584
0.080648,1145,4872,0.23501642
0.027277,45,145,0.310344828
0.034001,377,1697,0.222156747
0.045291,59,147,0.401360544
0.170251,0,7,0
0.109476,3,12,0.25
0.046562,58,203,0.285714286
0.101827,0,4,0
0.038292,1,2,0.5
0.022542,12,31,0.387096774
0.054056,0,1,0
0.16641,245,1269,0.193065406
0.049237,83,271,0.306273063
0.054034,194,611,0.317512275
0.126745,2,7,0.285714286
0.109691,3,20,0.15
0.03434,149,655,0.227480916
0.018048,2,8,0.25
0.230089,678,4229,0.160321589
0.021176,3,33,0.090909091
0.084895,1354,6144,0.220377604
0.095106,65,243,0.267489712
0.019745,2,16,0.125
0.041523,894,4953,0.180496669
0.01676,0,4,0
0.046738,0,1,0
0.019404,4,8,0.5
0.257248,38,252,0.150793651
0.07785,3141,23386,0.134311126
0.033264,0,1,0
0.055517,2,7,0.285714286
0.039559,1,3,0.333333333
0.037242,0,1,0
0.111456,1,1,1
0.029361,326,1297,0.251349268
0.048892,0,1,0
0.096309,0,1,0
0.017756,0,2,0
0.022473,83,237,0.35021097
0.102003,45,186,0.241935484
0.096589,1,3,0.333333333
0.162698,271,1202,0.225457571
0.024913,1,1,1
0.032338,0,1,0
0.027156,30,89,0.337078652
0.018393,9,15,0.6
0.094281,1353,6341,0.213373285
0.065795,37,153,0.241830065
0.106525,1,3,0.333333333
0.019245,12,59,0.203389831
0.033928,3,8,0.375
0.095831,43,140,0.307142857
0.030307,2,7,0.285714286
0.061869,607,1993,0.304565981
0.085714,22,70,0.314285714
0.017434,1,4,0.25
0.075,13,46,0.282608696
0.0411,290,1205,0.2406639
0.126809,3,20,0.15
0.046127,1036,6313,0.164105813
0.249136,358,2396,0.149415693
0.017525,0,1,0
0.090236,0,1,0
0.024754,11,55,0.2
0.100447,1,10,0.1
0.082903,0,2,0
0.072075,631,2582,0.244384198
0.018107,2,8,0.25
0.028217,33,165,0.2
0.016976,1,3,0.333333333
0.074953,57,209,0.272727273
0.015811,0,1,0
0.05912,6,9,0.666666667
0.353553,413,5707,0.072367268
0.016927,0,3,0
0.030657,128,411,0.311435523
0.027929,1,1,1
0.121967,134,590,0.227118644
0.055815,15,59,0.254237288
0.547723,120,1958,0.061287028
0.030066,1,1,1
0.063119,51,148,0.344594595
0.014441,0,1,0
0.040161,859,4744,0.181070826
0.050965,1795,11213,0.160082048
0.026329,1,1,1
0.094597,2,6,0.333333333
0.100125,0,1,0
0.024398,42,270,0.155555556
0.29361,1,2,0.5
0.017408,0,2,0
0.08123,2,2,1
0.11722,229,891,0.25701459
0.02414,8,20,0.4
0.109068,2,3,0.666666667
0.026444,54,278,0.194244604
0.173749,13,70,0.185714286
0.015694,1,1,1
0.137199,6,25,0.24
0.019901,7,19,0.368421053
0.216169,1,2,0.5
0.017487,0,2,0
0.014479,0,2,0
0.043083,82,244,0.336065574
0.024633,9,32,0.28125
0.066421,11,26,0.423076923
0.078903,1,1,1
0.215666,1,1,1
0.255551,24,145,0.165517241
0.260931,61,219,0.278538813
0.041478,20,66,0.303030303
0.044119,29,98,0.295918367
0.056294,1,1,1
0.137038,0,2,0
0.022822,51,200,0.255
0.132583,3,24,0.125
0.018818,0,2,0
0.024042,22,164,0.134146341
0.049752,515,2676,0.19245142
0.232889,33,241,0.136929461
0.392232,3,12,0.25
0.022428,12,34,0.352941176
0.068394,0,1,0
0.014517,1,1,1
0.107676,2048,10730,0.190866729
0.052981,177,653,0.271056662
0.053452,1702,11675,0.145781585
0.029409,1,2,0.5
0.029894,0,1,0
0.029748,165,720,0.229166667
0.240772,1,11,0.090909091
0.045502,10,29,0.344827586
0.033408,130,541,0.240295749
0.030934,180,1037,0.173577628
0.177332,0,3,0
0.035438,2,21,0.095238095
0.156293,24,72,0.333333333
0.076249,1985,12431,0.159681442
0.016169,1,1,1
0.039314,0,1,0
0.014752,0,1,0
0.265165,25,146,0.171232877
0.094491,2004,14373,0.139428094
0.056569,237,874,0.271167048
0.04461,41,162,0.25308642
0.026126,70,293,0.23890785
0.073324,65,227,0.286343612
0.091713,42,190,0.221052632
0.015952,0,1,0
0.075324,789,3099,0.254598258
0.058596,334,1295,0.257915058
0.019507,0,1,0
0.070057,592,2395,0.247181628
0.150946,446,2095,0.212887828
0.033962,0,3,0
0.109599,0,2,0
0.062084,1,8,0.125
0.028172,170,756,0.224867725
0.150329,1,6,0.166666667
0.101535,143,681,0.209985316
0.032296,0,2,0
0.106332,8,20,0.4
0.126211,163,632,0.257911392
0.044335,55,192,0.286458333
0.114624,95,393,0.24173028
0.098268,0,2,0
0.197546,28,131,0.213740458
0.095618,0,3,0
0.027778,40,135,0.296296296
0.082479,81,321,0.252336449
0.037932,367,2073,0.177038109
0.021678,4,16,0.25
0.018554,1,9,0.111111111
0.053882,0,1,0
0.014199,1,1,1
0.75,0,14,0
0.051232,5,17,0.294117647
0.024425,0,1,0
0.214176,0,2,0
0.084116,1,6,0.166666667
0.099015,156,770,0.202597403
0.053,756,3630,0.208264463
0.0178,2,3,0.666666667
0.04899,0,1,0
0.019593,4,23,0.173913043
0.105279,2,9,0.222222222
0.032682,1,1,1
0.056232,235,872,0.269495413
0.028513,131,652,0.200920245
0.024618,72,262,0.27480916
0.068843,45,161,0.279503106
0.015851,0,1,0
0.094679,2,9,0.222222222
0.034943,3,15,0.2
0.014434,1,1,1
0.175682,1,1,1
0.035136,223,1302,0.171274962
0.081954,26,97,0.268041237
0.034249,2,8,0.25
0.16538,6,21,0.285714286
0.039762,7,19,0.368421053
0.083462,0,2,0
0.060718,342,1156,0.295847751
0.082761,67,302,0.221854305
0.119737,1,5,0.2
0.038962,14,38,0.368421053
0.053262,252,809,0.311495674
0.6,59,923,0.063921993
0.020966,3,23,0.130434783
0.058346,326,1082,0.3012939
0.070554,1,1,1
0.030557,1,1,1
0.041451,3,15,0.2
0.044108,0,4,0
0.033662,0,1,0
0.136505,0,1,0
0.033501,0,1,0
0.025649,73,342,0.213450292
0.116423,6,22,0.272727273
0.129777,4,17,0.235294118
0.033195,1,1,1
0.06725,26,92,0.282608696
0.057073,11,39,0.282051282
0.092848,1751,12672,0.138178662
0.048737,4,14,0.285714286
0.169638,1,3,0.333333333
0.058948,0,1,0
0.019784,4,31,0.129032258
0.043437,656,4122,0.159146046
0.01451,0,2,0
0.068904,0,1,0
0.025482,77,356,0.216292135
0.042934,37,142,0.26056338
0.018173,2,7,0.285714286
0.049862,0,1,0
0.125196,0,1,0
0.09759,4757,40606,0.117150175
0.063628,29,89,0.325842697
0.045233,42,172,0.244186047
0.105045,1,7,0.142857143
0.109399,3,8,0.375
0.210352,1,4,0.25
0.074023,589,2483,0.237213049
0.084234,1,2,0.5
0.894427,0,4,0
0.026316,29,85,0.341176471
0.056456,287,1035,0.277294686
0.229039,23,102,0.225490196
0.016988,1,3,0.333333333
0.03432,0,1,0
0.290191,43,241,0.178423237
0.241209,58,289,0.200692042
0.049844,104,326,0.319018405
0.051949,1,1,1
0.023088,14,42,0.333333333
0.015542,0,1,0
0.165647,17,91,0.186813187
0.119952,0,2,0
0.043396,4,12,0.333333333
0.018666,1,8,0.125
0.017803,1,6,0.166666667
0.020211,2,4,0.5
0.02501,0,1,0
0.126176,3,13,0.230769231
0.056614,858,4628,0.185393258
0.073367,0,1,0
0.058824,18,59,0.305084746
0.022792,22,115,0.191304348
0.020178,2,7,0.285714286
0.116692,6,9,0.666666667
0.0406,0,1,0
0.033357,2,4,0.5
0.043478,2,2,1
0.035002,1,6,0.166666667
0.055793,358,1137,0.314863676
0.017025,0,2,0
0.030643,199,1007,0.197616683
0.05595,0,2,0
0.089964,5,12,0.416666667
0.027179,0,1,0
0.071497,1,1,1
0.069213,806,2866,0.281228193
0.081992,1446,6209,0.232887744
0.118678,372,1974,0.188449848
0.099558,1,8,0.125
0.193649,383,1890,0.202645503
0.022338,5,18,0.277777778
0.024581,48,245,0.195918367
0.029699,4,7,0.571428571
0.030661,1,1,1
0.057896,0,1,0
0.072452,0,1,0
0.021272,11,56,0.196428571
0.316228,3749,47907,0.078255787
0.077563,0,2,0
0.19518,3339,25078,0.133144589
0.037372,249,1076,0.231412639
0.041126,22,71,0.309859155
0.041922,0,2,0
0.231455,27,150,0.18
0.018233,4,11,0.363636364
0.040522,1,2,0.5
0.1,7176,59185,0.121246938
0.205847,0,2,0
0.038001,1,8,0.125
0.016855,1,5,0.2
0.090582,0,1,0
0.106066,82,363,0.225895317
0.064889,443,1556,0.28470437
0.018125,0,1,0
0.04103,0,2,0
0.326164,2,8,0.25
0.267261,385,3607,0.1067369
0.074744,53,259,0.204633205
0.064216,381,1383,0.275488069
0.047619,8,15,0.533333333
0.022869,5,15,0.333333333
0.051469,131,458,0.286026201
0.024225,6,17,0.352941176
0.152057,0,1,0
0.152894,231,971,0.237899073
0.016586,1,1,1
0.152277,13,45,0.288888889
0.018557,3,8,0.375
0.101015,145,707,0.205091938
0.044455,1,2,0.5
0.080466,31,104,0.298076923
0.042024,21,67,0.313432836
0.151446,0,1,0
0.045549,1,4,0.25
0.03783,7,16,0.4375
0.086173,4,9,0.444444444
0.288675,707,9455,0.074775251
0.03518,131,493,0.265720081
0.084819,93,445,0.208988764
0.03253,275,1261,0.218080888
0.027116,172,723,0.237897649
0.041416,0,6,0
0.086966,34,110,0.309090909
0.047538,52,234,0.222222222
0.019052,8,18,0.444444444
0.157027,288,1495,0.19264214
0.029377,0,2,0
0.032141,99,303,0.326732673
0.209657,0,5,0
0.042352,36,129,0.279069767
0.096674,189,866,0.218244804
0.180907,590,2920,0.202054795
0.022076,10,30,0.333333333
0.121435,0,5,0
0.041849,0,5,0
0.021035,16,78,0.205128205
0.038706,7,22,0.318181818
0.061174,0,1,0
0.044947,761,4296,0.177141527
0.098058,1696,11682,0.14518062
0.016458,1,1,1
0.028355,1,2,0.5
0.021467,9,49,0.183673469
0.05164,1291,8499,0.151900224
0.229416,618,4287,0.144156753
0.014776,1,2,0.5
0.017612,0,2,0
0.038662,2,3,0.666666667
0.061721,277,1110,0.24954955
0.027821,29,120,0.241666667
0.040555,422,1634,0.258261934
0.069282,11,33,0.333333333
0.031863,213,1277,0.166797181
0.04091,16,46,0.347826087
0.018042,0,2,0
0.092582,49,183,0.267759563
0.095346,4993,41065,0.121587727
0.09811,66,240,0.275
0.053149,6,31,0.193548387
0.078567,64,276,0.231884058
0.165521,1,2,0.5
0.123443,3,13,0.230769231
0.790569,0,8,0
0.045739,1,4,0.25
0.066585,8,13,0.615384615
0.061689,2,10,0.2
0.02344,80,239,0.334728033
0.024507,44,235,0.187234043
0.039746,2,9,0.222222222
0.018474,1,8,0.125
0.035072,1,1,1
0.035875,1,3,0.333333333
0.065465,5,24,0.208333333
0.032747,0,1,0
0.037562,6,24,0.25
0.027566,26,92,0.282608696
0.357771,29,211,0.137440758
0.071107,11,28,0.392857143
0.016054,0,1,0
0.190693,4289,31484,0.136227925
0.017493,2,2,1
0.02052,14,44,0.318181818
0.075761,2,3,0.666666667
0.389249,1,4,0.25
0.023729,4,23,0.173913043
0.022763,30,93,0.322580645
0.090618,3,11,0.272727273
0.031404,0,2,0
0.038851,17,55,0.309090909
0.149071,5671,47740,0.118789275
0.161749,22,97,0.226804124
0.057354,1064,5630,0.188987567
0.358569,436,4094,0.106497313
0.02069,4,7,0.571428571
0.030083,125,642,0.19470405
0.040698,10,48,0.208333333
0.092803,40,129,0.310077519
0.321288,67,332,0.201807229
0.026029,26,76,0.342105263
0.038576,222,997,0.222668004
0.07259,0,1,0
0.075354,1,12,0.083333333
0.069636,1,1,1
0.066503,6,29,0.206896552
0.032129,0,1,0
0.018848,1,3,0.333333333
0.273179,0,4,0
0.019444,4,22,0.181818182
0.077615,110,372,0.295698925
0.024218,28,135,0.207407407
0.018257,1,8,0.125
0.092623,0,1,0
0.060048,0,1,0
0.113776,1,3,0.333333333
0.065622,2,9,0.222222222
0.027441,43,147,0.292517007
0.240192,40,194,0.206185567
0.170561,19,67,0.28358209
0.111154,2,8,0.25
0.23094,3535,29728,0.118911464
0.056097,1,1,1
0.022917,13,34,0.382352941
0.051709,5,14,0.357142857
0.054473,17,38,0.447368421
0.120331,3,5,0.6
0.039881,10,43,0.23255814
0.20739,2,7,0.285714286
0.140981,6,21,0.285714286
0.015741,0,1,0
0.016148,0,3,0
0.022445,52,211,0.246445498
0.018113,1,5,0.2
0.052705,2311,14714,0.157061302
0.031068,70,260,0.269230769
0.066815,1737,10314,0.168411867
0.130744,0,1,0
0.083117,1,1,1
0.048224,1129,7638,0.147813564
0.018185,3,8,0.375
0.06919,6,15,0.4
0.107366,0,2,0
0.021657,8,34,0.235294118
0.034478,0,2,0
0.021577,2,11,0.181818182
0.150756,1941,17767,0.109247481
0.048853,9,26,0.346153846
0.090289,0,1,0
0.103757,2,8,0.25
0.035245,222,1275,0.174117647
0.076151,1,1,1
0.036454,1,3,0.333333333
0.026537,102,479,0.212943633
0.013521,0,1,0
0.082339,1062,4883,0.217489248
0.03092,0,1,0
0.035578,397,2094,0.189589303
0.21693,2693,21290,0.12649131
0.06003,252,952,0.264705882
0.023603,32,123,0.260162602
0.035692,379,2286,0.165791776
0.040489,514,3141,0.163642152
0.020672,8,37,0.216216216
0.189832,0,4,0
0.049088,1086,7289,0.148991631
0.087706,3729,26893,0.138660618
0.028913,3,3,1
0.038526,0,10,0
0.020278,5,8,0.625
0.148556,7,35,0.2
0.143444,1,1,1
0.021301,4,15,0.266666667
0.057831,19,58,0.327586207
0.032739,2,7,0.285714286
0.084667,1,1,1
0.179605,645,4191,0.153901217
0.097642,0,3,0
0.062897,6,16,0.375
0.024961,55,228,0.24122807
0.07875,934,3820,0.244502618
0.032478,108,379,0.284960422
0.039436,1,1,1
0.026575,26,74,0.351351351
0.068734,4,21,0.19047619
0.062622,2026,14831,0.136605758
0.047977,0,1,0
0.049875,7,14,0.5
0.507093,165,2084,0.079174664
0.6742,1,10,0.1
0.159364,4,35,0.114285714
0.051678,1,1,1
0.107075,64,272,0.235294118
0.075094,0,4,0
0.020378,3,5,0.6
0.018122,2,13,0.153846154
0.067217,0,1,0
0.036008,1,7,0.142857143
0.037987,2,11,0.181818182
0.111369,3,14,0.214285714
0.063387,1,7,0.142857143
0.098295,2,3,0.666666667
0.017733,2,11,0.181818182
0.016891,1,7,0.142857143
0.072169,1555,9472,0.164168074
0.126491,2640,14132,0.186810076
0.056393,0,6,0
0.019331,1,3,0.333333333
0.058926,1127,6033,0.186805901
0.032969,337,1610,0.20931677
0.125988,350,1744,0.200688073
0.045944,72,238,0.302521008
0.04053,15,56,0.267857143
0.087519,44,147,0.299319728
0.017926,0,1,0
0.038419,6,24,0.25
0.018814,1,4,0.25
0.173205,311,1490,0.208724832
0.031369,0,1,0
0.08978,1,1,1
0.035411,2,5,0.4
0.2,6035,59307,0.101758646
0.082447,1,1,1
0.020655,2,7,0.285714286
0.139686,3114,18143,0.171636444
0.056433,12,46,0.260869565
0.036394,353,1952,0.180840164
0.01403,0,1,0
0.025863,67,305,0.219672131
0.033127,1,2,0.5
0.031802,0,1,0
0.036214,2,11,0.181818182
0.044777,111,356,0.311797753
0.070613,5,23,0.217391304
0.096449,2372,11159,0.21256385
0.083588,0,1,0
0.018778,8,13,0.615384615
0.055216,680,3612,0.188261351
0.30429,0,4,0
0.074193,4,29,0.137931034
0.04845,12,19,0.631578947
0.142134,2,6,0.333333333
0.041065,0,1,0
0.037763,3,9,0.333333333
0.13484,7326,63385,0.115579396
0.027318,116,493,0.235294118
0.034658,0,2,0
0.01433,0,1,0
0.027815,0,1,0
0.033615,280,1476,0.189701897
0.023156,23,138,0.166666667
0.044227,33,107,0.308411215
0.028341,150,631,0.237717908
0.046374,1278,8489,0.150547768
0.119257,2,7,0.285714286
0.064416,23,85,0.270588235
0.025449,12,50,0.24
0.093477,50,152,0.328947368
0.259938,2,3,0.666666667
0.015982,1,2,0.5
0.053709,1,1,1
0.043335,27,89,0.303370787
0.069171,41,136,0.301470588
0.056166,11,42,0.261904762
0.120972,190,721,0.263522885
0.016667,2,4,0.5
0.023492,7,34,0.205882353
0.603023,0,5,0
0.045596,1,9,0.111111111
0.103882,1,1,1
0.066749,4,17,0.235294118
0.066018,5,8,0.625
0.079724,0,1,0
0.088045,109,488,0.223360656
0.021542,19,83,0.228915663
0.019371,1,16,0.0625
0.076571,15,65,0.230769231
0.048085,68,215,0.31627907
0.071157,693,2811,0.246531483
0.059235,2160,15489,0.139453806
0.275241,1,4,0.25
0.019481,3,14,0.214285714
0.092494,0,2,0
0.015048,0,1,0
0.08171,0,4,0
0.057907,0,1,0
0.043727,1,7,0.142857143
0.23355,300,2175,0.137931034
0.045222,5,15,0.333333333
0.189737,546,2997,0.182182182
0.08589,29,92,0.315217391
0.181369,0,1,0
0.062932,284,1094,0.259597806
0.017869,3,4,0.75
0.067729,36,156,0.230769231
0.028061,127,615,0.206504065
0.065079,4,14,0.285714286
0.026803,31,123,0.25203252
0.026619,0,1,0
0.049568,7,30,0.233333333
0.027204,0,1,0
0.018063,1,4,0.25
0.060241,7,15,0.466666667
0.072868,10,30,0.333333333
0.034879,1,1,1
0.027629,123,621,0.198067633
0.049538,119,372,0.319892473
0.034376,0,2,0
0.039904,288,1244,0.231511254
0.08269,916,4114,0.222654351
0.015467,0,3,0
0.051554,140,446,0.313901345
0.032509,0,2,0
0.015802,0,1,0
0.087601,0,3,0
0.184115,0,2,0
0.095893,2101,10000,0.2101
0.021567,13,64,0.203125
0.022565,13,53,0.245283019
0.123718,4,21,0.19047619
0.153093,19,71,0.267605634
0.087333,42,134,0.313432836
0.065583,371,1414,0.262376238
0.474342,177,2124,0.083333333
0.041776,2,12,0.166666667
0.017461,0,3,0
0.01717,1,1,1
0.458831,2,15,0.133333333
0.069043,1,1,1
0.02381,7,25,0.28
0.056898,0,4,0
0.018282,5,5,1
0.032547,105,392,0.267857143
0.215166,1,1,1
0.14199,0,1,0
0.282843,2372,23695,0.100105507
0.070809,11,33,0.333333333
0.084515,6558,52699,0.124442589
0.06482,25,109,0.229357798
0.019462,7,17,0.411764706
0.125245,3216,17668,0.182023998
0.034259,141,496,0.284274194
0.094916,174,774,0.224806202
