cos	nums
0.218218	3450
0.047193	5
0.144673	1350
0.017137	1
0.030272	1
0.044412	8
0.06689	0
0.042486	2
0.102937	9
0.079134	0
0.108465	43057
0.022162	12
0.036792	17
0.016748	1
0.030324	1
0.032487	2
0.014502	1
0.01998	20
0.031544	1005
0.046727	4
0.037398	2701
0.038837	12
0.086306	0
0.024656	240
0.016473	1
0.11767	676
0.025359	255
0.043748	99
0.034381	2
0.021822	67
0.015136	6
0.028307	183
0.018791	6
0.019202	71
0.098473	1
0.016552	0
0.072357	204
0.03469	4
0.080845	343
0.01702	1
0.108625	0
0.036185	14
0.025906	398
0.028748	582
0.093934	145
0.019281	14
0.04701	222
0.157329	1
0.019749	3
0.043906	177
0.026956	1
0.025717	44
0.088131	8791
0.055556	3755
0.093659	593
0.016265	1
0.071889	2
0.086603	85
0.030542	310
0.01936	3
0.047606	300
0.074767	29
0.040867	62
0.025126	43
0.042592	75
0.033218	1
0.496139	176
0.021072	7
0.107482	5
0.027369	446
0.071842	3535
0.193347	2
0.036067	16
0.050475	359
0.016903	3
0.020481	7
0.105802	3
0.04398	4
0.090351	5515
0.100167	0
0.0254	296
0.061885	8
0.019209	13
0.312772	235
0.038866	1
0.02111	11
0.03175	487
0.097014	8550
0.065033	0
0.027775	1
0.041812	1684
0.049311	511
0.328798	1
0.032686	369
0.019299	7
0.034125	0
0.088561	5594
0.033113	364
0.039036	16
0.176166	2476
0.094304	1
0.020761	76
0.348155	8
0.080611	55
0.099123	5
0.430331	4
0.026997	111
0.187317	8
0.156174	2229
0.188982	19561
0.017722	0
0.111586	8
0.035494	6
0.032844	1
0.037796	3501
0.059005	1
0.206284	6
0.113961	1307
0.068024	11
0.039645	53
0.027067	468
0.035333	2
0.084972	1
0.154919	1491
0.021186	18
0.036155	2318
0.029062	198
0.01788	2
0.110305	6
0.036811	8
0.018618	17
0.025441	286
0.02688	70
0.092144	167
0.040791	0
0.020141	41
0.1283	5
0.48795	2
0.152944	5
0.034555	12
0.080064	11030
0.10451	12
0.026491	301
0.127688	25
0.071958	1
0.018427	7
0.138013	16008
0.132599	17
0.041613	52
0.466252	6
0.04598	12
0.02687	475
0.058004	2
0.221163	179
0.016713	2
0.086066	33926
0.018152	7
0.046752	181
0.154303	2067
0.0533	4543
0.026135	75
0.054313	36
0.096324	251
0.027692	120
0.030787	928
0.022206	19
0.117041	1274
0.015162	5
0.03686	894
0.093352	1
0.163299	21258
0.029881	1106
0.03156	355
0.018699	7
0.037088	2
0.142374	48
0.058835	3
0.054333	616
0.304997	5
0.113715	11
0.183804	1
0.023014	27
0.273861	3324
0.16169	4
0.035607	10
0.344265	215
0.036699	1
0.066082	75
0.127205	1
0.023505	155
0.264906	11
0.13408	20
0.026968	444
0.102899	246
0.059496	1071
0.033287	1
0.18334	2
0.020182	20
0.026064	67
0.02008	61
0.02357	134
0.055132	10
0.073521	30359
0.018468	1
0.048393	10
0.039621	1
0.270501	1
0.018582	19
0.020906	23
0.028916	179
0.109682	18
0.092499	1
0.025786	43
0.016308	0
0.019518	20
0.033497	1
0.152832	25
0.048057	24
0.058443	6
0.018898	20
0.050379	11
0.098693	7
0.034868	3
0.165145	1817
0.019597	1
0.044677	11
0.016879	5
0.038454	9
0.017087	1
0.103142	1190
0.020533	2
0.114043	5
0.019582	1
0.040032	1264
0.021418	49
0.120873	30
0.139262	11
0.02299	27
0.319801	288
0.181568	0
0.110702	2
0.061365	7
0.02665	78
0.023376	118
0.066162	1
0.020726	9
0.072761	27
0.049326	25
0.022519	42
0.046676	25
0.132842	665
0.071187	1
0.097027	10
0.234261	134
0.242536	2932
0.122859	15593
0.022846	14
0.04004	48
0.021091	9
0.132453	1811
0.086423	88
0.052523	454
0.041487	9
0.19868	90
0.037012	1556
0.060084	43
0.068376	41
0.026688	65
0.11452	14956
0.09167	650
0.057544	48
0.039968	1
0.017984	0
0.087811	3
0.02447	170
0.030151	1118
0.083918	342
0.090007	2
0.038888	20
0.06207	0
0.069631	1826
0.020429	10
0.018781	11
0.090167	608
0.090249	105
0.121268	12590
0.087631	5
0.056695	1
0.062966	8
0.018506	7
0.030042	135
0.028772	163
0.029617	983
0.115728	13
0.243432	173
0.016807	4
0.058332	4
0.045835	2563
0.0657	5
0.078087	8647
0.044901	2082
0.050189	13
0.118217	8
0.099381	7577
0.026764	48
0.076139	2975
0.327327	151
0.076767	1
0.218797	164
0.096561	2
0.044632	11
0.022657	15
0.055328	1
0.020064	0
0.071067	210
0.078514	56
0.065653	7890
0.075864	3516
0.02225	135
