cos	nums
0.016265	0
0.071889	1
0.086603	30
0.030542	89
0.01936	5
0.047606	104
0.074767	20
0.040867	26
0.025126	11
0.042592	22
0.033218	0
0.496139	24
0.021072	3
0.107482	0
0.027369	95
0.071842	869
0.193347	1
0.036067	5
0.050475	139
0.016903	0
0.020481	1
0.105802	3
0.04398	0
0.090351	1173
0.100167	1
0.0254	83
0.061885	6
0.019209	1
0.312772	34
0.038866	0
0.02111	4
0.03175	113
0.097014	1739
0.065033	1
0.027775	0
0.041812	393
0.049311	203
0.328798	0
0.032686	96
0.019299	3
0.034125	1
0.088561	1174
0.033113	137
0.039036	4
0.176166	441
0.094304	2
0.020761	12
0.348155	0
0.080611	10
0.099123	2
0.430331	1
0.026997	31
0.187317	2
0.156174	383
0.188982	1831
0.017722	1
0.111586	2
0.035494	2
0.032844	0
0.037796	681
0.059005	1
0.206284	0
0.113961	299
0.068024	6
0.039645	26
0.027067	108
0.035333	1
0.084972	0
0.154919	365
0.021186	1
0.036155	395
0.029062	59
0.01788	0
0.110305	1
0.036811	1
0.018618	4
0.025441	71
0.02688	15
0.092144	82
0.040791	1
0.020141	7
0.1283	1
0.48795	0
0.152944	0
0.034555	3
0.080064	1654
0.10451	2
0.026491	66
0.127688	4
0.071958	0
0.018427	2
0.138013	2618
0.132599	4
0.041613	18
0.466252	1
0.04598	6
0.02687	94
0.058004	0
0.221163	34
0.016713	0
0.086066	3807
0.018152	3
0.046752	61
0.154303	342
0.0533	919
0.026135	17
0.054313	7
0.096324	65
0.027692	31
0.030787	197
0.022206	10
0.117041	233
0.015162	0
0.03686	234
0.093352	0
0.163299	3121
0.029881	226
0.03156	88
0.018699	1
0.037088	0
0.142374	18
0.058835	4
0.054333	222
0.304997	1
0.113715	3
0.183804	0
0.023014	14
0.273861	416
0.16169	0
0.035607	4
0.344265	40
0.036699	2
0.066082	20
0.127205	0
0.023505	28
0.264906	0
0.13408	10
0.026968	114
0.102899	78
0.059496	294
0.033287	0
0.18334	0
0.020182	1
0.026064	23
0.02008	10
0.02357	30
0.055132	5
0.073521	3552
0.018468	0
0.048393	2
0.039621	0
0.270501	0
0.018582	8
0.020906	5
0.028916	39
0.109682	2
0.092499	1
0.025786	12
0.016308	2
0.019518	2
0.033497	1
0.152832	9
0.048057	5
0.058443	3
0.018898	4
0.050379	6
0.098693	6
0.034868	2
0.165145	375
0.019597	0
0.044677	3
0.016879	1
0.038454	3
0.017087	0
0.103142	255
0.020533	4
0.114043	1
0.019582	1
0.040032	288
0.021418	17
0.120873	4
0.139262	4
0.02299	8
0.319801	54
0.181568	1
0.110702	0
0.061365	0
0.02665	26
0.023376	25
0.066162	0
0.020726	3
0.072761	13
0.049326	10
0.022519	14
0.046676	8
0.132842	143
0.071187	0
0.097027	6
0.234261	24
0.242536	308
0.122859	2840
0.022846	7
0.04004	9
0.021091	2
0.132453	321
0.086423	24
0.052523	150
0.041487	5
0.19868	15
0.037012	261
0.060084	13
0.068376	36
0.026688	16
0.11452	2823
0.09167	144
0.057544	16
0.039968	0
0.017984	1
0.087811	2
0.02447	33
0.030151	275
0.083918	81
0.090007	0
0.038888	4
0.06207	1
0.069631	549
0.020429	2
0.018781	6
0.090167	147
0.090249	27
0.121268	1528
0.087631	0
0.056695	0
0.062966	2
0.018506	1
0.030042	55
0.028772	35
0.029617	179
0.115728	3
0.243432	37
0.016807	1
0.058332	0
0.045835	634
0.0657	1
0.078087	1341
0.044901	439
0.050189	1
0.118217	4
0.099381	1539
0.026764	15
0.076139	762
0.327327	16
0.076767	0
0.218797	33
0.096561	0
0.044632	0
0.022657	6
0.055328	0
0.020064	2
0.071067	57
0.078514	17
0.065653	1370
0.075864	880
0.02225	36
